date,farm_id,weight
2019-11-1,Farm 118,4402
2019-11-1,Farm 119,15588
2019-11-1,Farm 120,7314
2019-11-1,Farm 121,8409
2019-11-1,Farm 122,5289
2019-11-2,Farm 118,17207
2019-11-2,Farm 119,13281
2019-11-2,Farm 120,2016
2019-11-2,Farm 121,4026
2019-11-2,Farm 122,17193
2019-11-3,Farm 118,14978
2019-11-3,RR1U49,12436
2019-11-3,Farm 120,13689
2019-11-3,Farm 121,9596
2019-11-3,Farm 122,4219
2019-11-4,Farm 118,3026
2019-11-4,Farm 119,16530
2019-11-4,Farm 120,6564
2019-11-4,Farm 121,8565
2019-11-4,Farm 122,6627
2019-11-5,Farm 118,7138
2019-11-5,HY7JTF,3842
2019-11-5,Farm 120,5147
2019-11-5,Farm 121,7444
2019-11-5,Farm 122,3481
2019-11-6,Farm 118,5626
2019-11-6,Farm 119,17668
2019-11-6,Farm 120,4240
2019-11-6,Farm 121,13861
2019-11-6,Farm 122,3763
2019-11-7,Farm 118,9111
2019-11-7,Farm 119,KYRHAJ
2019-11-7,Farm 120,13774
2019-11-7,Farm 121,10080
2019-11-7,Farm 122,17520
2019-11-8,Farm 118,11568
J4MZKK,Farm 119,5301
2019-11-8,Farm 120,14469
2019-11-8,Farm 121,13078
2019-11-8,Farm 122,10720
2019-11-9,Farm 118,10237
WWVYFC,Farm 119,6158
2019-11-9,LBE7YP,3902
2019-11-9,Farm 121,N70EAC
QT2RV0,Farm 122,16959
2019-11-10,Farm 118,3184
2019-11-10,Farm 119,8018
2019-11-10,Farm 120,3868
2019-11-10,Farm 121,9973
2019-11-10,2MMLF8,13932
2019-11-11,Farm 118,10924
2019-11-11,Farm 119,6713
2019-11-11,Farm 120,7045
2019-11-11,Farm 121,3019
2019-11-11,Farm 122,15971
2019-11-12,Farm 118,10240
2019-11-12,Farm 119,12246
2019-11-12,Farm 120,5587
2019-11-12,Farm 121,6817
2019-11-12,Farm 122,16519
2019-11-13,Farm 118,5965
2019-11-13,Farm 119,15127
2019-11-13,Farm 120,7522
2019-11-13,Farm 121,9395
2019-11-13,Farm 122,9007
9F7IKD,Farm 118,4668
2019-11-14,B7MPJV,15069
2019-11-14,Farm 120,17399
2019-11-14,Farm 121,16429
2019-11-14,Farm 122,5232
2019-11-15,Farm 118,5773
2019-11-15,AQKM0L,11410
2019-11-15,Farm 120,5720
2019-11-15,Farm 121,2908
2019-11-15,Farm 122,12869
2019-11-16,Farm 118,14828
2019-11-16,Farm 119,14433
2019-11-16,Farm 120,13221
2019-11-16,Farm 121,2576
2019-11-16,Farm 122,14206
2019-11-17,Farm 118,2712
2019-11-17,Q3ZOSQ,8983
2019-11-17,Farm 120,12236
BZL4LK,Farm 121,16422
2019-11-17,Farm 122,16505
2019-11-18,Farm 118,3364
2019-11-18,Farm 119,14890
2019-11-18,2FK8EJ,11302
2019-11-18,Farm 121,13810
2019-11-18,Farm 122,11003
2019-11-19,Farm 118,12691
WGC9LB,Farm 119,4322
2019-11-19,Farm 120,15415
2019-11-19,Farm 121,13539
2019-11-19,Farm 122,17280
2019-11-20,Farm 118,14720
2019-11-20,REDMQL,13984
2019-11-20,3T7RXO,11966
YYCKH9,Farm 121,10995
2019-11-20,Farm 122,5877
2019-11-21,Farm 118,11824
2019-11-21,Farm 119,8009
2019-11-21,Farm 120,11398
2019-11-21,Farm 121,10184
2019-11-21,Farm 122,12197
2019-11-22,Farm 118,7544
2019-11-22,Farm 119,15733
2019-11-22,Z1PK81,2352
2019-11-22,Farm 121,7439
2019-11-22,Farm 122,1MPGS1
2019-11-23,Farm 118,6966
2019-11-23,Farm 119,7VC98X
2019-11-23,Farm 120,5016
2019-11-23,Farm 121,9375
2019-11-23,72WBEG,3588
2019-11-24,Farm 118,W600GS
2019-11-24,Farm 119,7046
2019-11-24,Farm 120,4822
2019-11-24,Farm 121,8046
2019-11-24,Farm 122,14941
2019-11-25,Farm 118,10504
AHTX3C,Farm 119,14545
2019-11-25,Farm 120,4566
2019-11-25,Farm 121,8345
2019-11-25,Farm 122,5ZU3YM
2019-11-26,4UDGM4,2912
2019-11-26,Farm 119,3621
2019-11-26,Farm 120,12212
2019-11-26,Farm 121,15334
2019-11-26,Farm 122,4571
2019-11-27,Farm 118,14107
2019-11-27,Farm 119,6QQNC6
2019-11-27,Farm 120,17432
2019-11-27,Farm 121,17735
2019-11-27,Farm 122,6830
2019-11-28,ZDPYEH,15474
2019-11-28,Farm 119,8923
2019-11-28,Farm 120,14337
OCT55U,Farm 121,10861
2019-11-28,Farm 122,95C22U
2019-11-29,Farm 118,12243
2019-11-29,Farm 119,9040
2019-11-29,Farm 120,12600
2019-11-29,Farm 121,11226
2019-11-29,Farm 122,10081
2019-11-30,O2YT8G,15047
2019-11-30,Farm 119,2368
2019-11-30,Farm 120,11876
2019-11-30,Farm 121,16346
2019-11-30,Farm 122,16449
