date,farm_id,weight
2019-10-1,Farm 0,3985
2019-10-1,Farm 1,7592
2019-10-1,Farm 2,3858
2019-10-2,Farm 0,6416
2019-10-2,Farm 1,5160
2019-10-2,Farm 2,6501
2019-10-3,Farm 0,6943
2019-10-3,Farm 1,6567
2019-10-3,Farm 2,6245
2019-10-4,Farm 0,5531
2019-10-4,Farm 1,6268
2019-10-4,Farm 2,3989
2019-10-5,Farm 0,7847
2019-10-5,Farm 1,6053
2019-10-5,Farm 2,7556
2019-10-6,Farm 0,6260
2019-10-6,Farm 1,6876
2019-10-6,Farm 2,7536
2019-10-7,Farm 0,5039
2019-10-7,Farm 1,8408
2019-10-7,Farm 2,4701
2019-10-8,Farm 0,7337
2019-10-8,Farm 1,6733
2019-10-8,Farm 2,6807
2019-10-9,Farm 0,6659
2019-10-9,Farm 1,5701
2019-10-9,Farm 2,6044
2019-10-10,Farm 0,4604
2019-10-10,Farm 1,8666
2019-10-10,Farm 2,7829
2019-10-11,Farm 0,3031
2019-10-11,Farm 1,3883
2019-10-11,Farm 2,4204
2019-10-12,Farm 0,6252
2019-10-12,Farm 1,6906
2019-10-12,Farm 2,3711
2019-10-13,Farm 0,5220
2019-10-13,Farm 1,5035
2019-10-13,Farm 2,7842
2019-10-14,Farm 0,5613
2019-10-14,Farm 1,3311
2019-10-14,Farm 2,5963
2019-10-15,Farm 0,4567
2019-10-15,Farm 1,8286
2019-10-15,Farm 2,4829
2019-10-16,Farm 0,5561
2019-10-16,Farm 1,7806
2019-10-16,Farm 2,6298
2019-10-17,Farm 0,5502
2019-10-17,Farm 1,6938
2019-10-17,Farm 2,6978
2019-10-18,Farm 0,3597
2019-10-18,Farm 1,4845
2019-10-18,Farm 2,8424
2019-10-19,Farm 0,5180
2019-10-19,Farm 1,7816
2019-10-19,Farm 2,3981
2019-10-20,Farm 0,5393
2019-10-20,Farm 1,3714
2019-10-20,Farm 2,6401
2019-10-21,Farm 0,6157
2019-10-21,Farm 1,5386
2019-10-21,Farm 2,4749
2019-10-22,Farm 0,7595
2019-10-22,Farm 1,7672
2019-10-22,Farm 2,7788
2019-10-23,Farm 0,5603
2019-10-23,Farm 1,6945
2019-10-23,Farm 2,3795
2019-10-24,Farm 0,6076
2019-10-24,Farm 1,5642
2019-10-24,Farm 2,4655
2019-10-25,Farm 0,7918
2019-10-25,Farm 1,5632
2019-10-25,Farm 2,7519
2019-10-26,Farm 0,5465
2019-10-26,Farm 1,3428
2019-10-26,Farm 2,8721
2019-10-27,Farm 0,4131
2019-10-27,Farm 1,7392
2019-10-27,Farm 2,6900
2019-10-28,Farm 0,4686
2019-10-28,Farm 1,3979
2019-10-28,Farm 2,7749
2019-10-29,Farm 0,7988
2019-10-29,Farm 1,4036
2019-10-29,Farm 2,6635
2019-10-30,Farm 0,7308
2019-10-30,Farm 1,4640
2019-10-30,Farm 2,7054
2019-10-31,Farm 0,8485
2019-10-31,Farm 1,5306
2019-10-31,Farm 2,7823
