date,farm_id,weight
2019-12-1,Farm 0,5509
2019-12-1,Farm 1,4608
2019-12-1,Farm 2,4317
2019-12-2,Farm 0,6403
2019-12-2,Farm 1,3192
2019-12-2,Farm 2,5254
2019-12-3,Farm 0,4220
2019-12-3,Farm 1,3858
2019-12-3,Farm 2,8662
2019-12-4,Farm 0,7989
2019-12-4,Farm 1,3761
2019-12-4,Farm 2,8979
2019-12-5,Farm 0,6419
2019-12-5,Farm 1,4315
2019-12-5,Farm 2,4820
2019-12-6,Farm 0,8709
2019-12-6,Farm 1,5117
2019-12-6,Farm 2,7993
2019-12-7,Farm 0,7514
2019-12-7,Farm 1,5119
2019-12-7,Farm 2,8606
2019-12-8,Farm 0,7402
2019-12-8,Farm 1,7943
2019-12-8,Farm 2,8305
2019-12-9,Farm 0,6144
2019-12-9,Farm 1,3228
2019-12-9,Farm 2,3919
2019-12-10,Farm 0,5475
2019-12-10,Farm 1,7511
2019-12-10,Farm 2,7053
2019-12-11,Farm 0,7855
2019-12-11,Farm 1,7763
2019-12-11,Farm 2,7424
2019-12-12,Farm 0,3307
2019-12-12,Farm 1,6690
2019-12-12,Farm 2,4093
2019-12-13,Farm 0,5697
2019-12-13,Farm 1,8442
2019-12-13,Farm 2,5781
2019-12-14,Farm 0,8267
2019-12-14,Farm 1,6432
2019-12-14,Farm 2,6329
2019-12-15,Farm 0,7272
2019-12-15,Farm 1,8949
2019-12-15,Farm 2,8904
2019-12-16,Farm 0,7806
2019-12-16,Farm 1,5026
2019-12-16,Farm 2,7140
2019-12-17,Farm 0,7946
2019-12-17,Farm 1,4775
2019-12-17,Farm 2,7192
2019-12-18,Farm 0,6105
2019-12-18,Farm 1,6445
2019-12-18,Farm 2,7618
2019-12-19,Farm 0,8840
2019-12-19,Farm 1,8572
2019-12-19,Farm 2,4817
2019-12-20,Farm 0,7628
2019-12-20,Farm 1,7990
2019-12-20,Farm 2,7421
2019-12-21,Farm 0,4501
2019-12-21,Farm 1,8087
2019-12-21,Farm 2,3277
2019-12-22,Farm 0,7822
2019-12-22,Farm 1,4985
2019-12-22,Farm 2,5536
2019-12-23,Farm 0,7658
2019-12-23,Farm 1,3779
2019-12-23,Farm 2,5029
2019-12-24,Farm 0,6233
2019-12-24,Farm 1,7978
2019-12-24,Farm 2,4578
2019-12-25,Farm 0,7323
2019-12-25,Farm 1,6278
2019-12-25,Farm 2,5278
2019-12-26,Farm 0,5802
2019-12-26,Farm 1,6261
2019-12-26,Farm 2,3543
2019-12-27,Farm 0,3123
2019-12-27,Farm 1,7852
2019-12-27,Farm 2,4002
2019-12-28,Farm 0,4805
2019-12-28,Farm 1,4671
2019-12-28,Farm 2,4661
2019-12-29,Farm 0,5399
2019-12-29,Farm 1,3644
2019-12-29,Farm 2,8832
2019-12-30,Farm 0,7067
2019-12-30,Farm 1,7822
2019-12-30,Farm 2,5938
2019-12-31,Farm 0,4258
2019-12-31,Farm 1,7861
2019-12-31,Farm 2,5178
