date,farm_id,weight
2019-10-1,Farm 18,11346
2019-10-1,Farm 19,4043
2019-10-1,Farm 20,11148
2019-10-1,Farm 21,17690
2019-10-1,Farm 22,4081
2019-10-1,Farm 23,14217
2019-10-1,Farm 25,4342
2019-10-1,Farm 26,9240
2019-10-1,Farm 27,17102
2019-10-1,Farm 28,7606
2019-10-1,Farm 30,15910
2019-10-1,Farm 31,11575
2019-10-1,Farm 32,10333
2019-10-1,Farm 33,17284
2019-10-1,Farm 34,11436
2019-10-1,Farm 35,14213
2019-10-1,Farm 37,3793
2019-10-1,Farm 38,10512
2019-10-1,Farm 39,12336
2019-10-1,Farm 40,15740
2019-10-1,Farm 41,16593
2019-10-1,Farm 42,9680
2019-10-1,Farm 43,17878
2019-10-1,Farm 45,10098
2019-10-1,Farm 46,7057
2019-10-1,Farm 47,13673
2019-10-1,Farm 48,10921
2019-10-1,Farm 50,11311
2019-10-1,Farm 51,4594
2019-10-1,Farm 52,2953
2019-10-1,Farm 53,12979
2019-10-1,Farm 54,9680
2019-10-1,Farm 55,6146
2019-10-1,Farm 57,9855
2019-10-1,Farm 58,13629
2019-10-1,Farm 59,10684
2019-10-1,Farm 60,13704
2019-10-1,Farm 61,12286
2019-10-1,Farm 62,8256
2019-10-1,Farm 63,10979
2019-10-1,Farm 64,9458
2019-10-1,Farm 65,14681
2019-10-1,Farm 67,14276
2019-10-1,Farm 68,13614
2019-10-1,Farm 69,5398
2019-10-1,Farm 70,9668
2019-10-1,Farm 71,2103
2019-10-1,Farm 72,12379
2019-10-1,Farm 73,8761
2019-10-1,Farm 74,6335
2019-10-1,Farm 75,17327
2019-10-1,Farm 76,9041
2019-10-1,Farm 77,11429
2019-10-1,Farm 78,9520
2019-10-1,Farm 80,5244
2019-10-1,Farm 81,2451
2019-10-1,Farm 82,6270
2019-10-1,Farm 83,10443
2019-10-1,Farm 84,17793
2019-10-1,Farm 85,9548
2019-10-1,Farm 86,7391
2019-10-1,Farm 89,15798
2019-10-1,Farm 90,5853
2019-10-1,Farm 91,11245
2019-10-1,Farm 92,3938
2019-10-1,Farm 93,6442
2019-10-1,Farm 94,11001
2019-10-1,Farm 97,9947
2019-10-1,Farm 98,14319
2019-10-1,Farm 99,10807
2019-10-1,Farm 100,9174
2019-10-1,Farm 101,9735
2019-10-1,Farm 102,9675
2019-10-1,Farm 103,7540
2019-10-1,Farm 104,15677
2019-10-1,Farm 106,6981
2019-10-1,Farm 107,6110
2019-10-1,Farm 109,6155
2019-10-1,Farm 110,10934
2019-10-1,Farm 111,3290
2019-10-1,Farm 112,4246
2019-10-1,Farm 115,7349
2019-10-1,Farm 116,16674
2019-10-1,Farm 117,12479
2019-10-2,Farm 18,10016
2019-10-2,Farm 19,7746
2019-10-2,Farm 20,9835
2019-10-2,Farm 21,6782
2019-10-2,Farm 22,6688
2019-10-2,Farm 23,3942
2019-10-2,Farm 24,17684
2019-10-2,Farm 25,10601
2019-10-2,Farm 26,3875
2019-10-2,Farm 27,12570
2019-10-2,Farm 28,16109
2019-10-2,Farm 29,15037
2019-10-2,Farm 30,7373
2019-10-2,Farm 31,2535
2019-10-2,Farm 32,7336
2019-10-2,Farm 33,9932
2019-10-2,Farm 34,8531
2019-10-2,Farm 35,5364
2019-10-2,Farm 36,16795
2019-10-2,Farm 37,9224
2019-10-2,Farm 38,8228
2019-10-2,Farm 39,5974
2019-10-2,Farm 40,14334
2019-10-2,Farm 41,14614
2019-10-2,Farm 42,5634
2019-10-2,Farm 43,11392
2019-10-2,Farm 44,11467
2019-10-2,Farm 45,8379
2019-10-2,Farm 46,4712
2019-10-2,Farm 47,17884
2019-10-2,Farm 48,7780
2019-10-2,Farm 49,17946
2019-10-2,Farm 50,6652
2019-10-2,Farm 51,14515
2019-10-2,Farm 52,14504
2019-10-2,Farm 53,11064
2019-10-2,Farm 54,9330
2019-10-2,Farm 55,9270
2019-10-2,Farm 56,6470
2019-10-2,Farm 57,14648
2019-10-2,Farm 58,9209
2019-10-2,Farm 59,11131
2019-10-2,Farm 60,15616
2019-10-2,Farm 61,5187
2019-10-2,Farm 62,15720
2019-10-2,Farm 63,7902
2019-10-2,Farm 64,17188
2019-10-2,Farm 65,12976
2019-10-2,Farm 66,3100
2019-10-2,Farm 67,12648
2019-10-2,Farm 68,13363
2019-10-2,Farm 69,17928
2019-10-2,Farm 70,17701
2019-10-2,Farm 71,6505
2019-10-2,Farm 72,15916
2019-10-2,Farm 73,2137
2019-10-2,Farm 74,4958
2019-10-2,Farm 75,13486
2019-10-2,Farm 76,13823
2019-10-2,Farm 77,6049
2019-10-2,Farm 78,12226
2019-10-2,Farm 79,7834
2019-10-2,Farm 80,5474
2019-10-2,Farm 81,11487
2019-10-2,Farm 82,16822
2019-10-2,Farm 83,15280
2019-10-2,Farm 84,3966
2019-10-2,Farm 85,6449
2019-10-2,Farm 86,6765
2019-10-2,Farm 87,17626
2019-10-2,Farm 88,11231
2019-10-2,Farm 89,4214
2019-10-2,Farm 90,17952
2019-10-2,Farm 91,7853
2019-10-2,Farm 92,17500
2019-10-2,Farm 93,14039
2019-10-2,Farm 94,8912
2019-10-2,Farm 95,12229
2019-10-2,Farm 96,9223
2019-10-2,Farm 97,12650
2019-10-2,Farm 98,6096
2019-10-2,Farm 99,10834
2019-10-2,Farm 100,6483
2019-10-2,Farm 101,3448
2019-10-2,Farm 102,3832
2019-10-2,Farm 103,2732
2019-10-2,Farm 104,7474
2019-10-2,Farm 105,12771
2019-10-2,Farm 106,17471
2019-10-2,Farm 107,12517
2019-10-2,Farm 108,6403
2019-10-2,Farm 109,8863
2019-10-2,Farm 110,2948
2019-10-2,Farm 111,13329
2019-10-2,Farm 112,10547
2019-10-2,Farm 113,2832
2019-10-2,Farm 114,8839
2019-10-2,Farm 115,11023
2019-10-2,Farm 116,7279
2019-10-2,Farm 117,11385
2019-10-3,Farm 18,2715
2019-10-3,Farm 19,7924
2019-10-3,Farm 20,8800
2019-10-3,Farm 21,14543
2019-10-3,Farm 22,17853
2019-10-3,Farm 23,9346
2019-10-3,Farm 25,10079
2019-10-3,Farm 26,10789
2019-10-3,Farm 27,15285
2019-10-3,Farm 28,8660
2019-10-3,Farm 30,10500
2019-10-3,Farm 31,11185
2019-10-3,Farm 32,8503
2019-10-3,Farm 33,12622
2019-10-3,Farm 34,7406
2019-10-3,Farm 35,16023
2019-10-3,Farm 37,15357
2019-10-3,Farm 38,10774
2019-10-3,Farm 39,5460
2019-10-3,Farm 40,7524
2019-10-3,Farm 41,5236
2019-10-3,Farm 42,4475
2019-10-3,Farm 43,13679
2019-10-3,Farm 45,8809
2019-10-3,Farm 46,15552
2019-10-3,Farm 47,6102
2019-10-3,Farm 48,11844
2019-10-3,Farm 50,15637
2019-10-3,Farm 51,14337
2019-10-3,Farm 52,6289
2019-10-3,Farm 53,8947
2019-10-3,Farm 54,15981
2019-10-3,Farm 55,13068
2019-10-3,Farm 57,9351
2019-10-3,Farm 58,5445
2019-10-3,Farm 59,11153
2019-10-3,Farm 60,12692
2019-10-3,Farm 61,7870
2019-10-3,Farm 62,9552
2019-10-3,Farm 63,6901
2019-10-3,Farm 64,2089
2019-10-3,Farm 65,12065
2019-10-3,Farm 67,3903
2019-10-3,Farm 68,14849
2019-10-3,Farm 69,3182
2019-10-3,Farm 70,13196
2019-10-3,Farm 71,13782
2019-10-3,Farm 72,8460
2019-10-3,Farm 73,3303
2019-10-3,Farm 74,9047
2019-10-3,Farm 75,3303
2019-10-3,Farm 76,13625
2019-10-3,Farm 77,10833
2019-10-3,Farm 78,9736
2019-10-3,Farm 80,10434
2019-10-3,Farm 81,4883
2019-10-3,Farm 82,16608
2019-10-3,Farm 83,10371
2019-10-3,Farm 84,14463
2019-10-3,Farm 85,13230
2019-10-3,Farm 86,8909
2019-10-3,Farm 89,16719
2019-10-3,Farm 90,13782
2019-10-3,Farm 91,12258
2019-10-3,Farm 92,15859
2019-10-3,Farm 93,8418
2019-10-3,Farm 94,8161
2019-10-3,Farm 97,2342
2019-10-3,Farm 98,14262
2019-10-3,Farm 99,14310
2019-10-3,Farm 100,2139
2019-10-3,Farm 101,17592
2019-10-3,Farm 102,3588
2019-10-3,Farm 103,4534
2019-10-3,Farm 104,5735
2019-10-3,Farm 106,5207
2019-10-3,Farm 107,6271
2019-10-3,Farm 109,5822
2019-10-3,Farm 110,9104
2019-10-3,Farm 111,10152
2019-10-3,Farm 112,9926
2019-10-3,Farm 115,13921
2019-10-3,Farm 116,17393
2019-10-3,Farm 117,4677
2019-10-4,Farm 18,14099
2019-10-4,Farm 19,4693
2019-10-4,Farm 20,3570
2019-10-4,Farm 21,8699
2019-10-4,Farm 22,5402
2019-10-4,Farm 23,11136
2019-10-4,Farm 24,4748
2019-10-4,Farm 25,16274
2019-10-4,Farm 26,6412
2019-10-4,Farm 27,11907
2019-10-4,Farm 28,2938
2019-10-4,Farm 29,14215
2019-10-4,Farm 30,6128
2019-10-4,Farm 31,3122
2019-10-4,Farm 32,14312
2019-10-4,Farm 33,4144
2019-10-4,Farm 34,6517
2019-10-4,Farm 35,13517
2019-10-4,Farm 36,15941
2019-10-4,Farm 37,4357
2019-10-4,Farm 38,8576
2019-10-4,Farm 39,6459
2019-10-4,Farm 40,10612
2019-10-4,Farm 41,16788
2019-10-4,Farm 42,12339
2019-10-4,Farm 43,5329
2019-10-4,Farm 44,15743
2019-10-4,Farm 45,16523
2019-10-4,Farm 46,10865
2019-10-4,Farm 47,9810
2019-10-4,Farm 48,16712
2019-10-4,Farm 49,3917
2019-10-4,Farm 50,8838
2019-10-4,Farm 51,3965
2019-10-4,Farm 52,2235
2019-10-4,Farm 53,16273
2019-10-4,Farm 54,5032
2019-10-4,Farm 55,11507
2019-10-4,Farm 56,6829
2019-10-4,Farm 57,7297
2019-10-4,Farm 58,2868
2019-10-4,Farm 59,2128
2019-10-4,Farm 60,6322
2019-10-4,Farm 61,6070
2019-10-4,Farm 62,5089
2019-10-4,Farm 63,5104
2019-10-4,Farm 64,17045
2019-10-4,Farm 65,9770
2019-10-4,Farm 66,16460
2019-10-4,Farm 67,9365
2019-10-4,Farm 68,6791
2019-10-4,Farm 69,15596
2019-10-4,Farm 70,15349
2019-10-4,Farm 71,13936
2019-10-4,Farm 72,11815
2019-10-4,Farm 73,8978
2019-10-4,Farm 74,12423
2019-10-4,Farm 75,5783
2019-10-4,Farm 76,2940
2019-10-4,Farm 77,16172
2019-10-4,Farm 78,9293
2019-10-4,Farm 79,15515
2019-10-4,Farm 80,6735
2019-10-4,Farm 81,6911
2019-10-4,Farm 82,4097
2019-10-4,Farm 83,7408
2019-10-4,Farm 84,14369
2019-10-4,Farm 85,3580
2019-10-4,Farm 86,5556
2019-10-4,Farm 87,4355
2019-10-4,Farm 88,7253
2019-10-4,Farm 89,12467
2019-10-4,Farm 90,9615
2019-10-4,Farm 91,15101
2019-10-4,Farm 92,14794
2019-10-4,Farm 93,12700
2019-10-4,Farm 94,15220
2019-10-4,Farm 95,7477
2019-10-4,Farm 96,9101
2019-10-4,Farm 97,13654
2019-10-4,Farm 98,2776
2019-10-4,Farm 99,2042
2019-10-4,Farm 100,9913
2019-10-4,Farm 101,8105
2019-10-4,Farm 102,7942
2019-10-4,Farm 103,12078
