date,farm_id,weight
2019-10-1,Farm 3,13664
2019-10-1,Farm 4,15794
2019-10-1,Farm 5,9461
2019-10-1,Farm 8,14175
2019-10-1,Farm 9,5654
2019-10-1,Farm 12,15589
2019-10-1,Farm 13,10571
2019-10-1,Farm 14,11643
2019-10-1,Farm 15,7185
2019-10-1,Farm 17,4882
2019-10-2,Farm 3,5985
2019-10-2,Farm 4,15264
2019-10-2,Farm 5,11038
2019-10-2,Farm 6,4556
2019-10-2,Farm 7,16558
2019-10-2,Farm 8,5632
2019-10-2,Farm 9,5823
2019-10-2,Farm 10,7409
2019-10-2,Farm 11,9095
2019-10-2,Farm 12,7632
2019-10-2,Farm 13,16366
2019-10-2,Farm 14,4212
2019-10-2,Farm 15,13422
2019-10-2,Farm 16,12736
2019-10-2,Farm 17,2866
2019-10-3,Farm 3,16062
2019-10-3,Farm 4,13635
2019-10-3,Farm 5,9654
2019-10-3,Farm 8,8905
2019-10-3,Farm 9,17615
2019-10-3,Farm 12,6427
2019-10-3,Farm 13,7665
2019-10-3,Farm 14,3978
2019-10-3,Farm 15,13102
2019-10-3,Farm 17,16379
2019-10-4,Farm 3,4796
2019-10-4,Farm 4,12719
2019-10-4,Farm 5,2537
2019-10-4,Farm 6,16049
2019-10-4,Farm 7,13851
2019-10-4,Farm 8,10060
2019-10-4,Farm 9,10106
2019-10-4,Farm 10,2560
2019-10-4,Farm 11,10221
2019-10-4,Farm 12,14460
2019-10-4,Farm 13,4307
2019-10-4,Farm 14,9914
2019-10-4,Farm 15,2322
2019-10-4,Farm 16,6201
2019-10-4,Farm 17,10973
2019-10-5,Farm 3,6618
2019-10-5,Farm 4,2838
2019-10-5,Farm 5,2238
2019-10-5,Farm 8,5703
2019-10-5,Farm 9,3689
2019-10-5,Farm 12,5062
2019-10-5,Farm 13,15965
2019-10-5,Farm 14,8225
2019-10-5,Farm 15,9712
2019-10-5,Farm 17,9460
2019-10-6,Farm 3,17792
2019-10-6,Farm 4,10835
2019-10-6,Farm 5,6786
2019-10-6,Farm 6,16728
