date,farm_id,weight
2019-11-1,Farm 3,2289
2019-11-1,Farm 4,16925
2019-11-1,Farm 5,16158
2019-11-1,Farm 8,3593
2019-11-1,Farm 9,15782
2019-11-1,Farm 12,4752
2019-11-1,Farm 13,2937
2019-11-1,Farm 14,5649
2019-11-1,Farm 15,17139
2019-11-1,Farm 17,2891
2019-11-2,Farm 3,2553
2019-11-2,Farm 4,15871
2019-11-2,Farm 5,13798
2019-11-2,Farm 6,5185
2019-11-2,Farm 7,12378
2019-11-2,Farm 8,12397
2019-11-2,Farm 9,7376
2019-11-2,Farm 10,14238
2019-11-2,Farm 11,5691
2019-11-2,Farm 12,7376
2019-11-2,Farm 13,16792
2019-11-2,Farm 14,15454
2019-11-2,Farm 15,13993
2019-11-2,Farm 16,16589
2019-11-2,Farm 17,16584
2019-11-3,Farm 3,6923
2019-11-3,Farm 4,2658
2019-11-3,Farm 5,16879
2019-11-3,Farm 8,15687
2019-11-3,Farm 9,15890
2019-11-3,Farm 12,14976
2019-11-3,Farm 13,17593
2019-11-3,Farm 14,5703
2019-11-3,Farm 15,4817
2019-11-3,Farm 17,10984
2019-11-4,Farm 3,11765
2019-11-4,Farm 4,15768
2019-11-4,Farm 5,12477
2019-11-4,Farm 6,6928
2019-11-4,Farm 7,6257
2019-11-4,Farm 8,7413
2019-11-4,Farm 9,16613
2019-11-4,Farm 10,11449
2019-11-4,Farm 11,14980
2019-11-4,Farm 12,2643
2019-11-4,Farm 13,8368
2019-11-4,Farm 14,6350
2019-11-4,Farm 15,7467
2019-11-4,Farm 16,5208
2019-11-4,Farm 17,6258
2019-11-5,Farm 3,9610
2019-11-5,Farm 4,4847
2019-11-5,Farm 5,17207
2019-11-5,Farm 8,8025
2019-11-5,Farm 9,7565
2019-11-5,Farm 12,3349
2019-11-5,Farm 13,6038
2019-11-5,Farm 14,14216
2019-11-5,Farm 15,2438
2019-11-5,Farm 17,3560
2019-11-6,Farm 3,8411
2019-11-6,Farm 4,12832
2019-11-6,Farm 5,3187
2019-11-6,Farm 6,12792
2019-11-6,Farm 7,13789
2019-11-6,Farm 8,8973
2019-11-6,Farm 9,9443
2019-11-6,Farm 10,16659
2019-11-6,Farm 11,4516
2019-11-6,Farm 12,5086
2019-11-6,Farm 13,14318
2019-11-6,Farm 14,4547
2019-11-6,Farm 15,17860
2019-11-6,Farm 16,17647
2019-11-6,Farm 17,9632
2019-11-7,Farm 3,2938
2019-11-7,Farm 4,12258
2019-11-7,Farm 5,15139
2019-11-7,Farm 8,15343
2019-11-7,Farm 9,3455
2019-11-7,Farm 12,13539
2019-11-7,Farm 13,12816
2019-11-7,Farm 14,17244
2019-11-7,Farm 15,14884
2019-11-7,Farm 17,15092
2019-11-8,Farm 3,6532
2019-11-8,Farm 4,15818
2019-11-8,Farm 5,6868
2019-11-8,Farm 6,12028
2019-11-8,Farm 7,11639
2019-11-8,Farm 8,4201
2019-11-8,Farm 9,12305
2019-11-8,Farm 10,10958
2019-11-8,Farm 11,4410
2019-11-8,Farm 12,4026
2019-11-8,Farm 13,8923
2019-11-8,Farm 14,15571
2019-11-8,Farm 15,2693
2019-11-8,Farm 16,11747
2019-11-8,Farm 17,14522
2019-11-9,Farm 3,2300
2019-11-9,Farm 4,15957
2019-11-9,Farm 5,12870
2019-11-9,Farm 8,11726
2019-11-9,Farm 9,7086
2019-11-9,Farm 12,11887
2019-11-9,Farm 13,16577
2019-11-9,Farm 14,17343
2019-11-9,Farm 15,9608
2019-11-9,Farm 17,5883
2019-11-10,Farm 3,9946
2019-11-10,Farm 4,15423
2019-11-10,Farm 5,11862
2019-11-10,Farm 6,14573
2019-11-10,Farm 7,5480
2019-11-10,Farm 8,3731
2019-11-10,Farm 9,15944
2019-11-10,Farm 10,16086
2019-11-10,Farm 11,9182
2019-11-10,Farm 12,14507
2019-11-10,Farm 13,2562
2019-11-10,Farm 14,15759
2019-11-10,Farm 15,11467
2019-11-10,Farm 16,17865
2019-11-10,Farm 17,14647
2019-11-11,Farm 3,11415
2019-11-11,Farm 4,15803
2019-11-11,Farm 5,14186
2019-11-11,Farm 8,15586
2019-11-11,Farm 9,9986
2019-11-11,Farm 12,2300
2019-11-11,Farm 13,13766
2019-11-11,Farm 14,11751
2019-11-11,Farm 15,8862
2019-11-11,Farm 17,4965
2019-11-12,Farm 3,3392
2019-11-12,Farm 4,7059
2019-11-12,Farm 5,14525
2019-11-12,Farm 6,7297
2019-11-12,Farm 7,4981
2019-11-12,Farm 8,4808
2019-11-12,Farm 9,2879
2019-11-12,Farm 10,9009
2019-11-12,Farm 11,4527
2019-11-12,Farm 12,17313
2019-11-12,Farm 13,6117
2019-11-12,Farm 14,9314
2019-11-12,Farm 15,14770
2019-11-12,Farm 16,12743
2019-11-12,Farm 17,3231
2019-11-13,Farm 3,12986
2019-11-13,Farm 4,4663
2019-11-13,Farm 5,11262
2019-11-13,Farm 8,2209
2019-11-13,Farm 9,8743
2019-11-13,Farm 12,16805
2019-11-13,Farm 13,17536
2019-11-13,Farm 14,9390
2019-11-13,Farm 15,12523
2019-11-13,Farm 17,8132
2019-11-14,Farm 3,11222
2019-11-14,Farm 4,17253
2019-11-14,Farm 5,10004
2019-11-14,Farm 6,15607
2019-11-14,Farm 7,17492
2019-11-14,Farm 8,6981
2019-11-14,Farm 9,3671
2019-11-14,Farm 10,16601
2019-11-14,Farm 11,8605
2019-11-14,Farm 12,11866
2019-11-14,Farm 13,2578
2019-11-14,Farm 14,15857
2019-11-14,Farm 15,4833
2019-11-14,Farm 16,16958
2019-11-14,Farm 17,11313
2019-11-15,Farm 3,10726
2019-11-15,Farm 4,11832
2019-11-15,Farm 5,6423
2019-11-15,Farm 8,17271
2019-11-15,Farm 9,3229
2019-11-15,Farm 12,3696
2019-11-15,Farm 13,2610
2019-11-15,Farm 14,6112
2019-11-15,Farm 15,5912
2019-11-15,Farm 17,15715
2019-11-16,Farm 3,13085
2019-11-16,Farm 4,16046
2019-11-16,Farm 5,9024
2019-11-16,Farm 6,2411
2019-11-16,Farm 7,9133
2019-11-16,Farm 8,16927
2019-11-16,Farm 9,6397
2019-11-16,Farm 10,4454
2019-11-16,Farm 11,5345
2019-11-16,Farm 12,13359
2019-11-16,Farm 13,3820
2019-11-16,Farm 14,5700
2019-11-16,Farm 15,10832
2019-11-16,Farm 16,2171
2019-11-16,Farm 17,15694
2019-11-17,Farm 3,12920
2019-11-17,Farm 4,12713
2019-11-17,Farm 5,12533
2019-11-17,Farm 8,10317
2019-11-17,Farm 9,16509
2019-11-17,Farm 12,6504
2019-11-17,Farm 13,14482
2019-11-17,Farm 14,7811
2019-11-17,Farm 15,13277
2019-11-17,Farm 17,2698
2019-11-18,Farm 3,5416
2019-11-18,Farm 4,8981
2019-11-18,Farm 5,3523
2019-11-18,Farm 6,8002
2019-11-18,Farm 7,4470
2019-11-18,Farm 8,2746
2019-11-18,Farm 9,16152
2019-11-18,Farm 10,5992
2019-11-18,Farm 11,3195
2019-11-18,Farm 12,6026
2019-11-18,Farm 13,15342
2019-11-18,Farm 14,7293
2019-11-18,Farm 15,3442
2019-11-18,Farm 16,13183
