date,farm_id,weight
2019-11-1,Farm 123,2804
2019-11-1,Farm 124,2042
2019-11-2,Farm 123,2323
2019-11-2,-,2481
2019-11-2,Farm 125,9721
2019-11-3,Farm 123,2118
2019-11-3,Farm 124,2859
2019-11-4,Farm 123,2523
2019-11-4,Farm 124,2629
2019-11-4,Farm 125,9372
2019-11-5,Farm 123,2301
2019-11-5,Farm 124,2177
-,Farm 123,2816
2019-11-6,Farm 124,2709
2019-11-6,Farm 125,9732
2019-11-7,Farm 123,2491
2019-11-7,Farm 124,2310
2019-11-8,Farm 123,2175
2019-11-8,Farm 124,2362
2019-11-8,Farm 125,-
2019-11-9,Farm 123,-
2019-11-9,Farm 124,2554
2019-11-10,Farm 123,2015
2019-11-10,Farm 124,2201
2019-11-10,Farm 125,9345
2019-11-11,Farm 123,2534
2019-11-11,Farm 124,2032
2019-11-12,Farm 123,-
2019-11-12,Farm 124,2323
2019-11-12,Farm 125,9721
2019-11-13,Farm 123,2158
2019-11-13,Farm 124,2172
2019-11-14,Farm 123,2420
2019-11-14,Farm 124,2765
-,Farm 125,9354
2019-11-15,Farm 123,-
2019-11-15,Farm 124,2473
2019-11-16,Farm 123,2850
2019-11-16,Farm 124,2119
2019-11-16,Farm 125,9345
2019-11-17,-,2019
2019-11-17,Farm 124,2035
2019-11-18,Farm 123,2453
2019-11-18,Farm 124,2542
2019-11-18,Farm 125,9452
2019-11-19,Farm 123,2251
2019-11-19,Farm 124,2737
2019-11-20,Farm 123,-
2019-11-20,Farm 124,2959
2019-11-20,Farm 125,9753
2019-11-21,Farm 123,2383
2019-11-21,Farm 124,2417
-,Farm 123,2542
2019-11-22,Farm 124,-
2019-11-22,Farm 125,9465
2019-11-23,Farm 123,2289
2019-11-23,Farm 124,2720
2019-11-24,Farm 123,2350
2019-11-24,Farm 124,2128
2019-11-24,Farm 125,9373
2019-11-25,Farm 123,2596
2019-11-25,Farm 124,2223
-,Farm 123,2406
2019-11-26,Farm 124,2355
2019-11-26,Farm 125,9456
2019-11-27,Farm 123,2326
2019-11-27,Farm 124,2459
2019-11-28,Farm 123,2104
2019-11-28,Farm 124,2653
2019-11-28,Farm 125,9353
2019-11-29,Farm 123,2571
2019-11-29,Farm 124,2583
2019-11-30,Farm 123,2268
2019-11-30,Farm 124,2695
2019-11-30,Farm 125,9342
